Wholesaler License Serial Number,License Type Name,Brand Label Serial Number,Brand Label Name,License Class Description,Product Description,Wholesaler Name,Domestic or Imported,Latitude,Longitude,City
1309832,WHOLESALE BEER(CO),5132529,GIGANTIC BREWING COMPANY GIGANTIC IPA,BEER & LAGER,ALE,TWELVE PERCENT LLC,D,40.89772,-73.83103,MOUNT VERNON
1309832,WHOLESALE BEER(CO),5148315,GIGANTIC BREWING COMPANY KOLSCHTASTIC,BEER & LAGER,ALE,TWELVE PERCENT LLC,D,40.89772,-73.83103,MOUNT VERNON
1309832,WHOLESALE BEER(CO),5141189,GIGANTIC BREWING COMPANY LUSTROUS,BEER & LAGER,ALE,TWELVE PERCENT LLC,D,40.89772,-73.83103,MOUNT VERNON
1309832,WHOLESALE BEER(CO),5141190,GIGANTIC BREWING COMPANY SCRILLA,BEER & LAGER,ALE,TWELVE PERCENT LLC,D,40.89772,-73.83103,MOUNT VERNON
1309832,WHOLESALE BEER(CO),5139333,GIGANTIC BREWING COMPANY THE BUSINESS,BEER & LAGER,ALE,TWELVE PERCENT LLC,D,40.89772,-73.83103,MOUNT VERNON
1309832,WHOLESALE BEER(CO),5143054,GIGANTIC BREWING HIGH VOLTAGE,BEER & LAGER,ALE,TWELVE PERCENT LLC,D,40.89772,-73.83103,MOUNT VERNON
1309832,WHOLESALE BEER(CO),5129101,GIGANTIC BREWING INTENSIFY,BEER & LAGER,ALE,TWELVE PERCENT LLC,D,40.89772,-73.83103,MOUNT VERNON
1309832,WHOLESALE BEER(CO),5129103,GIGANTIC BREWING PEACE LOVING DECOY,BEER & LAGER,ALE,TWELVE PERCENT LLC,D,40.89772,-73.83103,MOUNT VERNON
1309832,WHOLESALE BEER(CO),5134394,GIGANTIC BREWING PIPEWRENCH,BEER & LAGER,ALE,TWELVE PERCENT LLC,D,40.89772,-73.83103,MOUNT VERNON
1010716,WHOLESALE BEER(C),5115159,GKNIGHT IMPERIAL RED,BEER & LAGER,ALE,U B DISTRIBUTORS LLC,D,40.7152748,-73.92765792,BROOKLYN
2183995,WHOLESALE BEER(CO),5152045,GLOBAL BEER NETWORK DE GARRE ALE,BEER & LAGER,ALE,REMARKABLE LIQUIDS LLC,D,42.68810121,-73.95553848,GUILDERLAND CENTER
2201900,MICRO BREWER,5157460,GLYCERIN,BEER & LAGER,ALE,HUDSON VALLEY BREWERY LLC,D,41.50171,-73.96315,BEACON
1266867,MICRO BREWER,5132058,GOLDEN SPELT FARMHOUSE ALE,BEER & LAGER,ALE,OTHER HALF BREWING COMPANY INC ,D,40.67366514,-73.99909135,BROOKLYN
2209231,FARM BREWER,5117163,GOOD NATURE AMERICAN BROWN ALE,BEER & LAGER,ALE,GOOD NATURE BREWING INC,D,42.80662,-75.54697,HAMILTON
2209231,FARM BREWER,5117162,GOOD NATURE AMERICAN PALE ALE,BEER & LAGER,ALE,GOOD NATURE BREWING INC,D,42.80662,-75.54697,HAMILTON
2209231,FARM BREWER,5125824,GOOD NATURE ANNIE,BEER & LAGER,ALE,GOOD NATURE BREWING INC,D,42.80662,-75.54697,HAMILTON
2209231,FARM BREWER,5125627,GOOD NATURE BAVARIAN DREAM,BEER & LAGER,ALE,GOOD NATURE BREWING INC,D,42.80662,-75.54697,HAMILTON
2209231,FARM BREWER,5118363,GOOD NATURE BELGIAN STYLE INDIA PALE,BEER & LAGER,ALE,GOOD NATURE BREWING INC,D,42.80662,-75.54697,HAMILTON
2209230,MICRO BREWER,5155529,GOOD NATURE CHEROKEE CREEL BLONDE ALE,BEER & LAGER,ALE,GOOD NATURE BREWING INC ,D,42.80662,-75.54697,HAMILTON
2209231,FARM BREWER,5119279,GOOD NATURE CNY HARVEST,BEER & LAGER,ALE,GOOD NATURE BREWING INC,D,42.80662,-75.54697,HAMILTON
2209231,FARM BREWER,5118911,GOOD NATURE GOOD NATURED BLONDE,BEER & LAGER,ALE,GOOD NATURE BREWING INC,D,42.80662,-75.54697,HAMILTON
2209231,FARM BREWER,5117161,GOOD NATURE INDIA PALE ALE,BEER & LAGER,ALE,GOOD NATURE BREWING INC,D,42.80662,-75.54697,HAMILTON
2209230,MICRO BREWER,5159058,GOOD NATURE NO. 13,BEER & LAGER,ALE,GOOD NATURE BREWING INC ,D,42.80662,-75.54697,HAMILTON
2209231,FARM BREWER,5133206,GOOD NATURE NON STOP HOP ONSLAUGHT,BEER & LAGER,ALE,GOOD NATURE BREWING INC,D,42.80662,-75.54697,HAMILTON
2209231,FARM BREWER,5128335,GOOD NATURE PUMPKIN BROWN ALE,BEER & LAGER,ALE,GOOD NATURE BREWING INC,D,42.80662,-75.54697,HAMILTON
2209231,FARM BREWER,5120950,GOOD NATURE RABBIT IN THE RYE IPA,BEER & LAGER,ALE,GOOD NATURE BREWING INC,D,42.80662,-75.54697,HAMILTON
2209231,FARM BREWER,5154453,GOOD NATURE ROTATION NATION III,BEER & LAGER,ALE,GOOD NATURE BREWING INC,D,42.80662,-75.54697,HAMILTON
2209231,FARM BREWER,5142885,GOOD NATURE SEASONAL ALE,BEER & LAGER,ALE,GOOD NATURE BREWING INC,D,42.80662,-75.54697,HAMILTON
2209231,FARM BREWER,5117164,GOOD NATURE THE NOR EASTER,BEER & LAGER,ALE,GOOD NATURE BREWING INC,D,42.80662,-75.54697,HAMILTON
2209231,FARM BREWER,5136868,GOOD NATURE WITHOUT REGARDE,BEER & LAGER,ALE,GOOD NATURE BREWING INC,D,42.80662,-75.54697,HAMILTON
2209231,FARM BREWER,5125832,GOOD NATURE WORT IS BOND,BEER & LAGER,ALE,GOOD NATURE BREWING INC,D,42.80662,-75.54697,HAMILTON
2504772,WHOLESALE BEER(C),5156349,GOOSE ISLAND FOUDRE RED,BEER & LAGER,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5140993,GOOSE ISLAND GRAND PRESTIGE,BEER & LAGER,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5138828,GOOSE ISLAND HOMBRE SECRETO,BEER & LAGER,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5144749,GOOSE ISLAND IMPERIAL 49,BEER & LAGER,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5112642,GOOSE ISLAND KING HENRY,BEER & LAGER,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5120736,GOOSE ISLAND THE ILLINOIS,BEER & LAGER,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5157300,GOOSE NEXT COAST IPA,BEER & LAGER,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5146300,GOOSE V FORMATION,BEER & LAGER,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
3151416,MICRO BREWER,5132923,GRASSROOTS IPA INDIA PALE ALE,BEER & LAGER,ALE,ITHACA BEER COMPANY INC,D,42.41607205,-76.53508089,ITHACA
1010716,WHOLESALE BEER(C),5122105,GREAT DIVIDE HIBERNATION ALE,BEER & LAGER,ALE,U B DISTRIBUTORS LLC,D,40.7152748,-73.92765792,BROOKLYN
3003009,WHOLESALE BEER(C),5124459,GREAT LAKES CHILLWAVE DOUBLE IPA,BEER & LAGER,ALE,TRY IT DISTRIBUTING CO INC,D,42.92275138,-78.62761812,LANCASTER
2198583,MICRO BREWER,5154297,GREAT LIFE BREWING CLASSIC CREAM ALE,BEER & LAGER,ALE,GREAT LIFE BREWING COMPANY LLC,D,41.94123,-73.99702,KINGSTON
2198583,MICRO BREWER,5154300,GREAT LIFE BREWING CLASSIC IPA,BEER & LAGER,ALE,GREAT LIFE BREWING COMPANY LLC,D,41.94123,-73.99702,KINGSTON
2198583,MICRO BREWER,5154298,GREAT LIFE BREWING CLASSIC MILK STOUT,BEER & LAGER,ALE,GREAT LIFE BREWING COMPANY LLC,D,41.94123,-73.99702,KINGSTON
2198583,MICRO BREWER,5154299,GREAT LIFE BREWING CLASSIC WITBIER,BEER & LAGER,ALE,GREAT LIFE BREWING COMPANY LLC,D,41.94123,-73.99702,KINGSTON
2198583,MICRO BREWER,5154301,GREAT LIFE BREWING JUICY JOY IPA,BEER & LAGER,ALE,GREAT LIFE BREWING COMPANY LLC,D,41.94123,-73.99702,KINGSTON
2187970,WHOLESALE BEER(CO),5156100,GREAT NOTION IPA,BEER & LAGER,ALE,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,41.73976662,-74.06848564,NEW PALTZ
1298763,MICRO BREWER,5145222,GREAT SOUTH BAY BREWERY DUCK TAIL ALE,BEER & LAGER,ALE,GREAT SOUTH BAY BREWERY CORP,D,40.7611,-73.26348,BAY SHORE
1298763,MICRO BREWER,5145424,GREAT SOUTH BAY BREWERY KISMET,BEER & LAGER,ALE,GREAT SOUTH BAY BREWERY CORP,D,40.7611,-73.26348,BAY SHORE
1307056,COMBINED CRAFT MANUFACTURER,5156453,GREAT SOUTH BAY CHICKEN DINNER IPA,BEER & LAGER,ALE,GREAT SOUTH BAY BREWERY CORP,D,40.7611,-73.26348,BAY SHORE
1273846,FARM BREWER,5141312,GREAT SOUTH BAY FIELD 5 GOLDEN,BEER & LAGER,ALE,GREAT SOUTH BAY BREWERY CORP,D,40.76048487,-73.26279254,BAY SHORE
1273846,FARM BREWER,5141307,GREAT SOUTH BAY HOPPOCRATIC OATH,BEER & LAGER,ALE,GREAT SOUTH BAY BREWERY CORP,D,40.76048487,-73.26279254,BAY SHORE
1273846,FARM BREWER,5141303,GREAT SOUTH BAY HOPSY DAZY SESSION,BEER & LAGER,ALE,GREAT SOUTH BAY BREWERY CORP,D,40.76048487,-73.26279254,BAY SHORE
1273846,FARM BREWER,5141314,GREAT SOUTH BAY JETTY,BEER & LAGER,ALE,GREAT SOUTH BAY BREWERY CORP,D,40.76048487,-73.26279254,BAY SHORE
1307056,COMBINED CRAFT MANUFACTURER,5156451,GREAT SOUTH BAY MANGO STARFISH,BEER & LAGER,ALE,GREAT SOUTH BAY BREWERY CORP,D,40.7611,-73.26348,BAY SHORE
1273846,FARM BREWER,5141300,GREAT SOUTH BAY MASSIVE,BEER & LAGER,ALE,GREAT SOUTH BAY BREWERY CORP,D,40.76048487,-73.26279254,BAY SHORE
1298763,MICRO BREWER,5151950,GREAT SOUTH BAY NAUTI GIRL IPA,BEER & LAGER,ALE,GREAT SOUTH BAY BREWERY CORP,D,40.7611,-73.26348,BAY SHORE
1307056,COMBINED CRAFT MANUFACTURER,5157872,GREAT SOUTH BAY PRETTY IN PINK IPA,BEER & LAGER,ALE,GREAT SOUTH BAY BREWERY CORP,D,40.7611,-73.26348,BAY SHORE
1273846,FARM BREWER,5141310,GREAT SOUTH BAY ROBERT MOSES,BEER & LAGER,ALE,GREAT SOUTH BAY BREWERY CORP,D,40.76048487,-73.26279254,BAY SHORE
1307056,COMBINED CRAFT MANUFACTURER,5156449,GREAT SOUTH BAY SAGTIKOS SOUR,BEER & LAGER,ALE,GREAT SOUTH BAY BREWERY CORP,D,40.7611,-73.26348,BAY SHORE
1307056,COMBINED CRAFT MANUFACTURER,5156450,GREAT SOUTH BAY SHAKE SHAKE SENORA IPA,BEER & LAGER,ALE,GREAT SOUTH BAY BREWERY CORP,D,40.7611,-73.26348,BAY SHORE
1307056,COMBINED CRAFT MANUFACTURER,5157345,GREAT SOUTH BAY SUPER DINGO GALAXY IPA,BEER & LAGER,ALE,GREAT SOUTH BAY BREWERY CORP,D,40.7611,-73.26348,BAY SHORE
1273846,FARM BREWER,5141306,GREAT SOUTH BAY SURFCASTER,BEER & LAGER,ALE,GREAT SOUTH BAY BREWERY CORP,D,40.76048487,-73.26279254,BAY SHORE
1307056,COMBINED CRAFT MANUFACTURER,5159732,GREAT SOUTH BAY WINTER BLOWS WINTER,BEER & LAGER,ALE,GREAT SOUTH BAY BREWERY CORP,D,40.7611,-73.26348,BAY SHORE
2183995,WHOLESALE BEER(CO),5135352,GREEN BENCH BREWING GREEN BENCH IPA,BEER & LAGER,ALE,REMARKABLE LIQUIDS LLC,D,42.68810121,-73.95553848,GUILDERLAND CENTER
2183995,WHOLESALE BEER(CO),5134096,GREEN BENCH BREWING LES GRISETTES,BEER & LAGER,ALE,REMARKABLE LIQUIDS LLC,D,42.68810121,-73.95553848,GUILDERLAND CENTER
2183995,WHOLESALE BEER(CO),5154226,GREEN BENCH BREWING PLUG N' PLAY IPA,BEER & LAGER,ALE,REMARKABLE LIQUIDS LLC,D,42.68810121,-73.95553848,GUILDERLAND CENTER
2183995,WHOLESALE BEER(CO),5154224,GREEN BENCH BREWING SUNSHINE CITY IPA,BEER & LAGER,ALE,REMARKABLE LIQUIDS LLC,D,42.68810121,-73.95553848,GUILDERLAND CENTER
2183995,WHOLESALE BEER(CO),5134094,GREEN BENCH HAPPY HERMIT PALE ALE,BEER & LAGER,ALE,REMARKABLE LIQUIDS LLC,D,42.68810121,-73.95553848,GUILDERLAND CENTER
2183995,WHOLESALE BEER(CO),5139208,GREEN BENCH MONSIEUR ED,BEER & LAGER,ALE,REMARKABLE LIQUIDS LLC,D,42.68810121,-73.95553848,GUILDERLAND CENTER
2187970,WHOLESALE BEER(CO),5156212,GREEN CHEEK ATTACK WITH LOVE IPA,BEER & LAGER,ALE,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,41.73976662,-74.06848564,NEW PALTZ
2187970,WHOLESALE BEER(CO),5156211,GREEN CHEEK FILL IN THE BLANK IPA,BEER & LAGER,ALE,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,41.73976662,-74.06848564,NEW PALTZ
2187970,WHOLESALE BEER(CO),5156213,GREEN CHEEK SINK OR SWIM IPA,BEER & LAGER,ALE,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,41.73976662,-74.06848564,NEW PALTZ
1010716,WHOLESALE BEER(C),5141032,GREEN FOG ORGANIC IPA,BEER & LAGER,ALE,U B DISTRIBUTORS LLC,D,40.7152748,-73.92765792,BROOKLYN
1273340,FARM BREWER,5147956,GREEN PORT HARBOR OG RED ALE,BEER & LAGER,ALE,"GREENPORT BREWING COMPANY LLC, THE",D,41.10312349,-72.35858247,GREENPORT
1273340,FARM BREWER,5147955,GREEN PORT HARBOR OG WILD ALE,BEER & LAGER,ALE,"GREENPORT BREWING COMPANY LLC, THE",D,41.10312349,-72.35858247,GREENPORT
3155872,MICRO BREWER,5131974,GREEN STREET ALE,BEER & LAGER,ALE,FOUR MILE BREWING LLC ,D,42.07316,-78.42746,OLEAN
2193808,FARM BREWER,5125489,GREEN WOLF ABBEY GARGOYLE,BEER & LAGER,ALE,GREEN WOLF BREWING COMPANY LLC,D,42.59833225,-74.33476052,MIDDLEBURGH
2193808,FARM BREWER,5154816,GREEN WOLF DRUSEY LIGHT (BLONDE ALE),BEER & LAGER,ALE,GREEN WOLF BREWING COMPANY LLC,D,42.59833225,-74.33476052,MIDDLEBURGH
2193808,FARM BREWER,5146191,GREEN WOLF HAMMER & CHISEL IPA,BEER & LAGER,ALE,GREEN WOLF BREWING COMPANY LLC,D,42.59833225,-74.33476052,MIDDLEBURGH
2193808,FARM BREWER,5125492,GREEN WOLF PINDARS,BEER & LAGER,ALE,GREEN WOLF BREWING COMPANY LLC,D,42.59833225,-74.33476052,MIDDLEBURGH
2193808,FARM BREWER,5125490,GREEN WOLF RAVENS,BEER & LAGER,ALE,GREEN WOLF BREWING COMPANY LLC,D,42.59833225,-74.33476052,MIDDLEBURGH
1268251,MICRO BREWER,5140794,GREENPIOINT FLANNEL SHIRT ALE,BEER & LAGER,ALE,7 N 15TH ST CORP,D,40.72495122,-73.95731001,BROOKLYN
1268251,MICRO BREWER,5140793,GREENPIOINT PENDULUM BRETT PALE ALE,BEER & LAGER,ALE,7 N 15TH ST CORP,D,40.72495122,-73.95731001,BROOKLYN
1268251,MICRO BREWER,5144803,GREENPOINT APPLY FORMULA IPA,BEER & LAGER,ALE,7 N 15TH ST CORP,D,40.72495122,-73.95731001,BROOKLYN
1268251,MICRO BREWER,5125849,GREENPOINT ASH ST INDIA PALE ALE,BEER & LAGER,ALE,7 N 15TH ST CORP,D,40.72495122,-73.95731001,BROOKLYN
1268251,MICRO BREWER,5125851,GREENPOINT CLIFFORD PL PALE ALE,BEER & LAGER,ALE,7 N 15TH ST CORP,D,40.72495122,-73.95731001,BROOKLYN
1268251,MICRO BREWER,5144813,GREENPOINT DANKONIA IPA,BEER & LAGER,ALE,7 N 15TH ST CORP,D,40.72495122,-73.95731001,BROOKLYN
1268251,MICRO BREWER,5144802,GREENPOINT DENALI IPA,BEER & LAGER,ALE,7 N 15TH ST CORP,D,40.72495122,-73.95731001,BROOKLYN
1268251,MICRO BREWER,5125847,GREENPOINT FISTICUFFS ALE,BEER & LAGER,ALE,7 N 15TH ST CORP,D,40.72495122,-73.95731001,BROOKLYN
1268251,MICRO BREWER,5142968,GREENPOINT GREY MATTER IPA,BEER & LAGER,ALE,7 N 15TH ST CORP,D,40.72495122,-73.95731001,BROOKLYN
1268251,MICRO BREWER,5125850,GREENPOINT HOMEBOYS WHIM ALE,BEER & LAGER,ALE,7 N 15TH ST CORP,D,40.72495122,-73.95731001,BROOKLYN
1268251,MICRO BREWER,5144805,GREENPOINT INTERSTELLAR IPA,BEER & LAGER,ALE,7 N 15TH ST CORP,D,40.72495122,-73.95731001,BROOKLYN
1268251,MICRO BREWER,5144812,GREENPOINT MILK & HONEY BLONDE ALE,BEER & LAGER,ALE,7 N 15TH ST CORP,D,40.72495122,-73.95731001,BROOKLYN
1268251,MICRO BREWER,5139885,GREENPOINT RABBIT ISLAND,BEER & LAGER,ALE,7 N 15TH ST CORP,D,40.72495122,-73.95731001,BROOKLYN
1268251,MICRO BREWER,5139893,GREENPOINT SMASH STREET EXTRA PALE ALE,BEER & LAGER,ALE,7 N 15TH ST CORP,D,40.72495122,-73.95731001,BROOKLYN
1268251,MICRO BREWER,5142969,GREENPOINT TURBULENCE DOUBLE IPA,BEER & LAGER,ALE,7 N 15TH ST CORP,D,40.72495122,-73.95731001,BROOKLYN
1268251,MICRO BREWER,5142967,GREENPOINT VERTMONT IPA,BEER & LAGER,ALE,7 N 15TH ST CORP,D,40.72495122,-73.95731001,BROOKLYN
1268251,MICRO BREWER,5139892,GREENPOINT WHEAT HOP AMERICAN SUMMER,BEER & LAGER,ALE,7 N 15TH ST CORP,D,40.72495122,-73.95731001,BROOKLYN
1270418,FARM BREWER,5140930,GREENPORT HARBOR ANTIFREEZE ALE,BEER & LAGER,ALE,GREENPORT BREWING COMPANY LLC THE,D,41.04171563,-72.4545322,PECONIC
1270418,FARM BREWER,5140558,GREENPORT HARBOR HARBOR ALE,BEER & LAGER,ALE,GREENPORT BREWING COMPANY LLC THE,D,41.04171563,-72.4545322,PECONIC
1270418,FARM BREWER,5140926,GREENPORT HARBOR HOPNAMI DOUBLE IPA,BEER & LAGER,ALE,GREENPORT BREWING COMPANY LLC THE,D,41.04171563,-72.4545322,PECONIC
1270418,FARM BREWER,5144195,GREENPORT HARBOR KETTLE COOKIES ALE,BEER & LAGER,ALE,GREENPORT BREWING COMPANY LLC THE,D,41.04171563,-72.4545322,PECONIC
1270418,FARM BREWER,5144191,GREENPORT HARBOR LITTLE PARK IPA,BEER & LAGER,ALE,GREENPORT BREWING COMPANY LLC THE,D,41.04171563,-72.4545322,PECONIC
1270418,FARM BREWER,5143599,GREENPORT HARBOR LONGEST NIGHT ALE,BEER & LAGER,ALE,GREENPORT BREWING COMPANY LLC THE,D,41.04171563,-72.4545322,PECONIC
1270418,FARM BREWER,5143601,GREENPORT HARBOR OG ALE,BEER & LAGER,ALE,GREENPORT BREWING COMPANY LLC THE,D,41.04171563,-72.4545322,PECONIC
1273340,FARM BREWER,5147958,GREENPORT HARBOR OG BARLEYWINE ALE,BEER & LAGER,ALE,"GREENPORT BREWING COMPANY LLC, THE",D,41.10312349,-72.35858247,GREENPORT
1273340,FARM BREWER,5147957,GREENPORT HARBOR OG BROWN ALE,BEER & LAGER,ALE,"GREENPORT BREWING COMPANY LLC, THE",D,41.10312349,-72.35858247,GREENPORT
1270418,FARM BREWER,5144193,GREENPORT HARBOR OG DOUBLE IPA,BEER & LAGER,ALE,GREENPORT BREWING COMPANY LLC THE,D,41.04171563,-72.4545322,PECONIC
1270418,FARM BREWER,5144186,GREENPORT HARBOR OG IPA,BEER & LAGER,ALE,GREENPORT BREWING COMPANY LLC THE,D,41.04171563,-72.4545322,PECONIC
1270418,FARM BREWER,5144187,GREENPORT HARBOR OG SAISON ALE,BEER & LAGER,ALE,GREENPORT BREWING COMPANY LLC THE,D,41.04171563,-72.4545322,PECONIC
1270418,FARM BREWER,5143595,GREENPORT HARBOR SPRING TURNING ALE,BEER & LAGER,ALE,GREENPORT BREWING COMPANY LLC THE,D,41.04171563,-72.4545322,PECONIC
1270418,FARM BREWER,5140927,GREENPORT HARBOR STICKY LEVER IPA,BEER & LAGER,ALE,GREENPORT BREWING COMPANY LLC THE,D,41.04171563,-72.4545322,PECONIC
1270418,FARM BREWER,5140929,GREENPORT HARBOR TRITON BARLEYWINE ALE,BEER & LAGER,ALE,GREENPORT BREWING COMPANY LLC THE,D,41.04171563,-72.4545322,PECONIC
1273340,FARM BREWER,5148505,GREENPORT HARDER PROCESS OF ELMINATION,BEER & LAGER,ALE,"GREENPORT BREWING COMPANY LLC, THE",D,41.10312349,-72.35858247,GREENPORT
1270418,FARM BREWER,5144263,GREENPORT SESH WHO INDIA PALE ALE,BEER & LAGER,ALE,GREENPORT BREWING COMPANY LLC THE,D,41.04171563,-72.4545322,PECONIC
1270418,FARM BREWER,5144637,GREENPORT SUMMER ALE,BEER & LAGER,ALE,GREENPORT BREWING COMPANY LLC THE,D,41.04171563,-72.4545322,PECONIC
1296995,WHOLESALE BEER(CO),5131882,GREY SAIL FLAGSHIP,BEER & LAGER,ALE,SARENE CRAFT BEER DISTRIBUTORS LLC,D,0,0,BRONX
2203927,FARM BREWER,5145323,GRIFFIN HILL DUBBEL MAPLE ALE,BEER & LAGER,ALE,GRIFFIN HILL LLC,D,42.95986,-76.1929,SYRACUSE
2203927,FARM BREWER,5139581,GRIFFIN HILL NEW YORK GOLD,BEER & LAGER,ALE,GRIFFIN HILL LLC,D,42.95986,-76.1929,SYRACUSE
2203927,FARM BREWER,5146930,GRIFFIN HILL SINGLE HOP INDIA PALE ALE,BEER & LAGER,ALE,GRIFFIN HILL LLC,D,42.95986,-76.1929,SYRACUSE
2203927,FARM BREWER,5146919,GRIFFIN HILL SMALL FARMHOUSE ALE,BEER & LAGER,ALE,GRIFFIN HILL LLC,D,42.95986,-76.1929,SYRACUSE
2203927,FARM BREWER,5146932,GRIFFIN HILL VAN KEULEN ALE,BEER & LAGER,ALE,GRIFFIN HILL LLC,D,42.95986,-76.1929,SYRACUSE
2203927,FARM BREWER,5149794,GRIFFIN HILL WET HOP HARVEST ALE,BEER & LAGER,ALE,GRIFFIN HILL LLC,D,42.95986,-76.1929,SYRACUSE
1298441,MICRO BREWER,5159845,GRIMM BFF TRIPEL IPA,BEER & LAGER,ALE,GRIMM ALES LLC,D,40.7144,-73.93651,BROOKLYN
1298441,MICRO BREWER,5159830,GRIMM BUTTERFLY DOOR DOUBLE IPA,BEER & LAGER,ALE,GRIMM ALES LLC,D,40.7144,-73.93651,BROOKLYN
1298441,MICRO BREWER,5159814,GRIMM CIRCLE OF FIFTHS,BEER & LAGER,ALE,GRIMM ALES LLC,D,40.7144,-73.93651,BROOKLYN
1298441,MICRO BREWER,5157569,GRIMM ENERGY FIELD DIPA,BEER & LAGER,ALE,GRIMM ALES LLC,D,40.7144,-73.93651,BROOKLYN
1298441,MICRO BREWER,5159816,GRIMM FLASH FORWARD,BEER & LAGER,ALE,GRIMM ALES LLC,D,40.7144,-73.93651,BROOKLYN
1298441,MICRO BREWER,5159813,GRIMM GAUSSIAN BLUR,BEER & LAGER,ALE,GRIMM ALES LLC,D,40.7144,-73.93651,BROOKLYN
1298441,MICRO BREWER,5159812,GRIMM HYPERFOCUS DOUBLE IPA,BEER & LAGER,ALE,GRIMM ALES LLC,D,40.7144,-73.93651,BROOKLYN
1298441,MICRO BREWER,5159811,GRIMM KITES ARE FUN DOUBLE IPA,BEER & LAGER,ALE,GRIMM ALES LLC,D,40.7144,-73.93651,BROOKLYN
2183995,WHOLESALE BEER(CO),5132866,GRIMM LAMBO DOOR,BEER & LAGER,ALE,REMARKABLE LIQUIDS LLC,D,42.68810121,-73.95553848,GUILDERLAND CENTER
1298441,MICRO BREWER,5159810,GRIMM LIGHT YEAR DOUBLE IPA,BEER & LAGER,ALE,GRIMM ALES LLC,D,40.7144,-73.93651,BROOKLYN
1298441,MICRO BREWER,5157571,GRIMM LUCKY CLOUD,BEER & LAGER,ALE,GRIMM ALES LLC,D,40.7144,-73.93651,BROOKLYN
1298441,MICRO BREWER,5157570,GRIMM PSYCHOKINESIS,BEER & LAGER,ALE,GRIMM ALES LLC,D,40.7144,-73.93651,BROOKLYN
2183995,WHOLESALE BEER(CO),5132864,GRIMM PSYCHOKINESIS DRY HOPPED SOUR,BEER & LAGER,ALE,REMARKABLE LIQUIDS LLC,D,42.68810121,-73.95553848,GUILDERLAND CENTER
1298441,MICRO BREWER,5159820,GRIMM RAINBOW IN CURVED AIR,BEER & LAGER,ALE,GRIMM ALES LLC,D,40.7144,-73.93651,BROOKLYN
1298441,MICRO BREWER,5159818,GRIMM RHYTHM FORCE DOUBLE IPA,BEER & LAGER,ALE,GRIMM ALES LLC,D,40.7144,-73.93651,BROOKLYN
2183995,WHOLESALE BEER(CO),5128350,GRIMM SHAPESHIFTER,BEER & LAGER,ALE,REMARKABLE LIQUIDS LLC,D,42.68810121,-73.95553848,GUILDERLAND CENTER
1298441,MICRO BREWER,5159840,GRIMM SUBLIMINAL MESSAGE,BEER & LAGER,ALE,GRIMM ALES LLC,D,40.7144,-73.93651,BROOKLYN
1298441,MICRO BREWER,5159841,GRIMM SUPER SHINE,BEER & LAGER,ALE,GRIMM ALES LLC,D,40.7144,-73.93651,BROOKLYN
1298441,MICRO BREWER,5159843,GRIMM TELEKINESIS,BEER & LAGER,ALE,GRIMM ALES LLC,D,40.7144,-73.93651,BROOKLYN
2183995,WHOLESALE BEER(CO),5132863,GRIMM TESSERACT,BEER & LAGER,ALE,REMARKABLE LIQUIDS LLC,D,42.68810121,-73.95553848,GUILDERLAND CENTER
1298441,MICRO BREWER,5159846,GRIMM UPSTAIRS/DOWNSTAIRS DOUBLE IPA,BEER & LAGER,ALE,GRIMM ALES LLC,D,40.7144,-73.93651,BROOKLYN
1298441,MICRO BREWER,5159844,GRIMM VACAY,BEER & LAGER,ALE,GRIMM ALES LLC,D,40.7144,-73.93651,BROOKLYN
3153644,MICRO BREWER,5136335,GROUNDED,BEER & LAGER,ALE,HAMBURG BREWING COMPANY LLC,D,42.71061703,-78.80331058,HAMBURG
1270256,WHOLESALE BEER(C),5143212,GULDEN DRAAK NITRO ALE,BEER & LAGER,ALE,MANHATTAN BEER DISTRIBUTORS ,D,40.8103426,-73.90316025,BRONX
1271328,FARM BREWER,5159038,GUN HILL DIVIDED SKY IPA,BEER & LAGER,ALE,FARLO LLC,D,40.87213936,-73.85555125,BRONX
1271328,FARM BREWER,5159034,GUN HILL E PLURIBUS LUPULIN,BEER & LAGER,ALE,FARLO LLC,D,40.87213936,-73.85555125,BRONX
